Age,Annual_Income,Spending_Score,Education_Level_enc,Membership_Type_enc,Gender_Male,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,City_Pune,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI
20,455658,71,1,2,False,False,False,True,False,False,False,False,True,False
62,954085,33,2,4,False,False,False,False,False,False,False,False,False,False
51,303844,85,2,2,True,False,False,False,True,False,False,True,False,False
33,1339897,2,3,3,False,False,True,False,False,False,False,False,False,True
39,1035488,18,2,3,False,False,False,False,False,True,False,False,False,True
49,298234,47,1,1,True,True,False,False,False,False,False,False,True,False
55,674718,33,2,1,False,False,False,True,False,False,False,True,False,False
25,951993,98,3,4,True,False,False,False,True,False,False,True,False,False
25,1198922,84,1,3,True,False,False,False,True,False,False,False,False,False
23,925571,35,1,2,False,False,False,False,False,False,False,True,False,False
31,1028282,51,1,2,True,False,False,False,False,False,True,False,False,False
49,671761,18,3,2,True,False,False,False,False,True,False,False,False,False
52,524464,88,2,1,True,True,False,False,False,False,True,False,False,False
27,754081,72,2,2,True,False,False,False,False,True,False,False,True,False
20,1221911,30,3,1,False,False,True,False,False,False,False,False,False,True
29,1268203,44,3,1,True,False,True,False,False,False,False,False,True,False
48,677317,53,2,4,False,False,False,False,False,True,False,False,False,True
46,1471209,10,3,2,True,True,False,False,False,False,False,False,True,False
22,1169752,87,1,2,True,False,False,False,False,True,False,True,False,False
42,517942,52,1,3,True,True,False,False,False,False,True,False,False,False
58,537462,49,1,4,True,True,False,False,False,False,False,False,False,True
48,550046,11,1,3,False,False,False,True,False,False,False,False,False,False
38,621773,66,2,4,False,True,False,False,False,False,True,False,False,False
37,533478,58,4,2,True,False,False,False,False,False,False,False,False,False
56,668379,90,1,1,True,True,False,False,False,False,True,False,False,False
39,568863,36,1,1,False,True,False,False,False,False,True,False,False,False
21,1371675,33,2,1,True,True,False,False,False,False,False,False,True,False
30,933362,47,4,1,True,False,True,False,False,False,False,False,False,True
62,897974,13,2,1,True,False,False,False,False,False,False,False,False,True
59,307449,40,2,3,False,False,False,False,False,False,True,False,False,False
37,1351404,89,1,4,False,False,False,False,False,True,False,True,False,False
30,1375189,68,1,2,False,False,False,True,False,False,False,True,False,False
34,272095,42,4,3,True,True,False,False,False,False,False,False,False,False
53,830212,19,4,4,True,False,False,False,True,False,False,False,False,False
50,820740,82,1,1,False,False,False,True,False,False,False,False,True,False
18,287593,94,4,4,False,False,False,True,False,False,True,False,False,False
32,891252,19,2,4,False,False,False,False,False,False,False,False,False,False
30,1102473,58,3,1,False,False,False,True,False,False,False,False,False,False
34,326202,23,2,1,True,True,False,False,False,False,True,False,False,False
41,277606,54,2,1,False,True,False,False,False,False,False,False,True,False
25,1372345,80,2,2,True,False,True,False,False,False,False,False,False,False
44,318542,65,2,1,False,True,False,False,False,False,False,False,True,False
62,775610,12,1,2,True,True,False,False,False,False,False,False,False,True
40,1406126,24,1,1,False,False,False,False,False,False,False,False,True,False
63,655433,34,2,2,False,True,False,False,False,False,False,True,False,False
25,824987,53,3,4,False,False,True,False,False,False,False,True,False,False
25,290140,8,1,3,False,False,False,False,True,False,False,False,True,False
43,1346204,18,2,4,True,False,False,False,False,False,False,True,False,False
64,1333634,57,4,4,False,False,False,False,True,False,False,False,False,True
30,681799,5,1,1,True,False,False,False,False,False,True,False,False,False
56,1400118,26,2,2,True,False,False,False,False,True,False,True,False,False
54,242674,30,2,3,True,False,False,True,False,False,False,True,False,False
45,327572,54,3,1,True,False,False,False,False,True,False,False,True,False
42,491975,13,1,1,False,True,False,False,False,False,False,False,False,True
33,781462,83,2,1,True,False,False,False,True,False,True,False,False,False
19,631436,29,3,4,True,True,False,False,False,False,False,False,True,False
35,645935,3,4,2,True,False,False,True,False,False,False,False,True,False
34,980296,90,2,2,False,False,False,False,False,False,False,False,False,True
47,1301627,58,2,3,False,False,False,True,False,False,True,False,False,False
56,1451661,76,2,2,False,False,True,False,False,False,False,False,False,True
30,1314100,2,3,2,False,False,False,True,False,False,True,False,False,False
49,468614,75,2,1,True,False,True,False,False,False,False,False,False,True
46,717733,28,1,1,True,False,False,True,False,False,False,False,True,False
63,515617,82,4,4,False,False,True,False,False,False,False,False,True,False
47,1137384,77,2,1,True,False,False,False,True,False,False,False,False,False
35,1293015,86,2,1,True,True,False,False,False,False,False,True,False,False
30,476452,76,1,1,True,True,False,False,False,False,False,False,False,True
60,291563,2,2,1,False,False,False,False,False,True,False,False,False,False
38,951616,7,2,4,False,True,False,False,False,False,False,True,False,False
47,930602,26,2,1,True,False,False,False,False,False,False,False,False,True
38,959495,90,1,3,False,False,False,True,False,False,True,False,False,False
34,1169655,88,2,3,False,False,False,False,False,True,False,True,False,False
57,367896,76,4,3,False,False,False,False,False,False,False,False,True,False
36,821912,16,1,3,False,False,False,False,False,False,False,False,False,False
32,619515,23,4,1,False,False,True,False,False,False,False,True,False,False
26,1217497,40,2,3,True,True,False,False,False,False,False,True,False,False
27,230063,60,3,1,False,False,False,False,True,False,False,False,True,False
61,1239272,73,3,4,True,False,False,False,True,False,False,False,False,True
48,454371,32,2,3,True,False,False,False,False,True,True,False,False,False
40,1185976,15,3,2,False,False,False,False,True,False,False,False,True,False
47,302166,13,3,3,True,False,False,True,False,False,True,False,False,False
50,1263082,5,2,3,True,False,False,False,True,False,False,False,False,True
26,1473989,75,2,1,True,False,False,False,False,True,False,True,False,False
64,1197358,74,2,3,False,False,False,False,True,False,True,False,False,False
18,1362180,52,3,2,False,False,False,True,False,False,False,False,False,False
61,1274602,77,3,1,True,False,True,False,False,False,False,False,False,False
52,620888,41,3,1,False,False,False,False,False,True,False,False,True,False
28,390285,53,2,4,False,False,True,False,False,False,False,False,False,True
51,1299547,50,3,4,False,False,True,False,False,False,False,False,True,False
33,620497,15,1,3,False,False,True,False,False,False,False,False,True,False
26,313978,7,2,4,True,False,False,False,False,False,False,False,True,False
49,1407739,40,1,4,True,True,False,False,False,False,False,False,False,False
32,303864,28,2,4,False,False,False,False,False,False,False,False,False,False
29,1231259,32,2,1,False,True,False,False,False,False,False,False,True,False
50,1136114,99,2,1,True,False,True,False,False,False,False,False,False,False
62,594295,15,2,1,True,False,False,False,False,True,False,False,False,True
31,819674,100,2,4,False,True,False,False,False,False,False,False,True,False
25,648648,85,2,1,True,False,False,True,False,False,False,False,False,False
25,805151,70,1,4,False,False,False,True,False,False,True,False,False,False
44,540435,65,2,1,False,False,False,False,True,False,False,False,True,False
29,325659,4,1,1,True,True,False,False,False,False,False,False,True,False
18,1255811,11,1,2,True,False,False,False,False,True,False,False,False,True
60,1311288,26,2,3,False,False,False,False,False,False,False,True,False,False
57,1401121,61,2,4,False,False,True,False,False,False,False,True,False,False
59,962178,37,2,2,True,False,False,False,True,False,False,False,False,True
28,325849,23,2,1,False,False,False,True,False,False,False,False,False,True
56,1224903,93,2,4,True,False,False,False,False,False,False,False,False,True
60,455493,85,3,1,False,False,False,False,False,False,False,True,False,False
48,804111,91,2,3,True,False,True,False,False,False,False,False,False,True
34,1352791,40,2,2,True,True,False,False,False,False,False,False,False,False
50,232230,77,1,3,True,False,False,True,False,False,False,False,True,False
49,546717,23,2,2,False,False,False,False,False,True,False,False,True,False
46,947948,16,2,1,False,False,False,False,False,False,True,False,False,False
38,662092,94,2,3,True,False,True,False,False,False,True,False,False,False
38,502788,61,2,3,False,False,False,False,False,True,False,False,True,False
57,1428312,68,2,1,True,True,False,False,False,False,False,False,False,False
40,1031635,80,2,3,True,False,False,True,False,False,False,True,False,False
23,847534,31,3,4,False,True,False,False,False,False,False,True,False,False
39,1333393,53,3,2,False,False,False,False,False,False,False,False,False,False
55,1487233,25,3,2,True,False,False,False,False,True,False,True,False,False
54,1465609,44,4,2,False,False,False,False,False,True,False,False,False,True
62,431414,12,1,4,False,False,False,False,False,True,False,False,True,False
25,456812,90,1,2,True,False,False,False,False,False,False,False,True,False
58,504958,97,1,1,True,False,False,False,False,False,False,False,False,False
52,370956,92,2,3,False,True,False,False,False,False,False,True,False,False
28,1055754,9,3,4,True,False,False,False,True,False,True,False,False,False
41,221650,12,1,2,True,True,False,False,False,False,True,False,False,False
38,1126694,69,4,1,False,False,False,True,False,False,False,True,False,False
19,1419097,54,1,3,True,False,True,False,False,False,True,False,False,False
57,1419309,54,4,3,True,False,False,False,False,True,False,False,False,False
36,1016141,28,2,4,False,False,False,False,True,False,False,False,False,False
56,442037,56,1,4,False,False,True,False,False,False,False,True,False,False
45,1329004,99,2,4,True,False,False,False,True,False,True,False,False,False
34,406251,69,1,1,True,True,False,False,False,False,False,False,False,False
23,734231,98,1,1,False,False,False,False,False,False,False,False,False,False
36,221042,98,2,4,False,False,False,False,False,True,False,False,False,True
55,1030326,77,3,2,False,True,False,False,False,False,False,False,False,True
45,1178582,58,2,3,False,False,True,False,False,False,False,False,False,False
19,518903,78,2,3,True,False,True,False,False,False,False,True,False,False
55,1094801,75,2,1,False,False,True,False,False,False,False,False,True,False
54,1014811,42,3,3,False,False,True,False,False,False,False,False,True,False
21,582811,38,1,2,True,False,True,False,False,False,False,False,False,False
39,701691,68,2,3,False,False,False,False,True,False,False,False,False,False
43,1208314,53,1,1,True,True,False,False,False,False,False,False,False,False
60,414304,33,1,1,False,False,False,False,False,True,False,True,False,False
53,596178,71,2,2,False,False,False,False,False,False,False,False,False,True
30,638963,56,1,2,False,False,False,False,False,False,False,False,False,False
49,1111612,72,2,3,True,True,False,False,False,False,False,False,False,False
34,514493,51,3,3,True,True,False,False,False,False,True,False,False,False
58,401904,74,1,1,False,False,False,False,False,False,False,True,False,False
53,911716,43,2,2,True,False,False,False,False,False,False,False,False,False
63,870105,15,1,2,True,False,False,False,True,False,True,False,False,False
36,205730,38,4,2,True,False,False,True,False,False,False,False,True,False
52,1450786,15,2,3,True,False,False,False,False,True,False,False,False,False
63,938471,5,3,2,True,False,True,False,False,False,False,False,False,False
57,1267599,93,2,1,True,False,False,True,False,False,True,False,False,False
45,545430,83,1,1,False,True,False,False,False,False,False,True,False,False
18,1028411,54,2,3,False,False,False,False,False,False,False,False,False,False
59,608213,51,4,4,True,False,False,True,False,False,False,False,True,False
35,900399,10,2,3,False,False,False,False,False,True,False,False,False,False
57,220923,12,3,4,False,True,False,False,False,False,False,False,True,False
50,1047405,4,3,2,False,False,True,False,False,False,False,False,False,True
29,394795,95,1,3,False,False,True,False,False,False,False,False,False,True
25,1028854,18,1,1,True,False,False,False,False,True,False,False,True,False
41,433462,80,2,2,False,False,False,False,False,True,False,True,False,False
33,251413,36,2,1,False,False,False,False,False,False,False,False,False,False
21,1088916,25,3,2,True,False,True,False,False,False,False,False,False,False
55,753044,87,4,3,True,True,False,False,False,False,False,False,False,True
61,610226,76,2,4,False,False,False,True,False,False,False,False,True,False
44,1375615,98,1,2,False,True,False,False,False,False,False,False,False,False
26,380074,36,3,4,False,False,False,False,True,False,False,False,False,False
64,856735,67,1,2,False,False,False,False,True,False,False,True,False,False
33,1008524,9,3,1,False,False,False,False,False,True,True,False,False,False
29,331562,61,2,1,False,False,False,False,False,False,False,False,False,True
48,1252305,53,2,2,True,False,False,False,True,False,False,False,False,True
41,842510,18,1,4,False,False,True,False,False,False,True,False,False,False
31,808148,43,2,3,False,True,False,False,False,False,False,False,False,False
62,458360,35,2,3,True,True,False,False,False,False,False,True,False,False
42,559014,63,2,1,True,False,False,False,False,True,False,True,False,False
51,1269974,98,1,3,True,False,False,True,False,False,False,False,False,True
20,496794,78,3,1,True,False,False,False,False,True,False,True,False,False
41,828177,4,3,3,False,False,False,True,False,False,True,False,False,False
59,560306,93,1,2,False,False,False,False,False,True,False,False,False,False
26,1474535,41,1,1,False,False,False,False,False,True,True,False,False,False
43,827122,45,1,1,False,False,False,False,False,True,False,False,True,False
37,718490,50,2,2,False,False,False,True,False,False,False,False,False,True
57,753608,79,2,1,False,False,False,True,False,False,False,True,False,False
27,663092,28,2,3,True,False,False,False,False,True,False,False,True,False
36,234924,42,1,3,False,False,False,False,True,False,False,True,False,False
20,1461368,80,2,1,True,False,False,False,False,False,False,False,False,False
41,895385,76,2,3,True,False,False,False,False,False,False,False,False,False
22,1250735,69,2,4,False,False,False,False,False,False,False,False,False,False
20,773228,98,4,1,True,False,False,True,False,False,False,True,False,False
44,670192,1,1,2,False,False,False,True,False,False,False,False,True,False
33,640420,39,2,4,True,False,False,False,True,False,False,False,False,False
32,862132,96,2,1,False,False,False,False,False,False,False,False,True,False
52,965328,90,2,2,True,False,False,False,False,False,False,True,False,False
29,929115,17,3,3,False,False,False,False,False,True,False,False,True,False
58,354536,91,2,2,False,False,False,True,False,False,False,True,False,False
61,775425,88,4,4,False,False,False,False,False,False,False,True,False,False
43,623448,35,1,3,False,True,False,False,False,False,False,False,False,True
